object_path,format,bytes,rows,columns,column_names,missing_cells,total_cells,missing_rate,status,note
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYOffProf__ausNLHYOffProf.parquet,parquet,49745,21,67,Content;AusInsurers200506;AusInsurers200512;AusInsurers200606;AusInsurers200612;AusInsurers200706;AusInsurers200712;AusInsurers200806;AusInsurers200812;AusInsurers200906;AusInsurers200912;AusInsurers201006;OffInsurers200506;OffInsurers200512;OffInsurers200606;OffInsurers200612;OffInsurers200706;OffInsurers200712;OffInsurers200806;OffInsurers200812;OffInsurers200906;OffInsurers200912;OffInsurers201006;AusReinsurers200506;AusReinsurers200512;AusReinsurers200606;AusReinsurers200612;AusReinsurers200706;AusReinsurers200712;AusReinsurers200806;AusReinsurers200812;AusReinsurers200906;AusReinsurers200912;AusReinsurers201006;OffReinsurers200506;OffReinsurers200512;OffReinsurers200606;OffReinsurers200612;OffReinsurers200706;OffReinsurers200712;OffReinsurers200806;OffReinsurers200812;OffReinsurers200906;OffReinsurers200912;OffReinsurers201006;AusTotal200506;AusTotal200512;AusTotal200606;AusTotal200612;AusTotal200706;AusTotal200712;AusTotal200806;AusTotal200812;AusTotal200906;AusTotal200912;AusTotal201006;OffTotal200506;OffTotal200512;OffTotal200606;OffTotal200612;OffTotal200706;OffTotal200712;OffTotal200806;OffTotal200812;OffTotal200906;OffTotal200912;OffTotal201006,308,1407,0.2189054726,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYOpIncExp__ausNLHYOpIncExp.parquet,parquet,25986,22,34,Content;Insurers200506;Insurers200512;Insurers200606;Insurers200612;Insurers200706;Insurers200712;Insurers200806;Insurers200812;Insurers200906;Insurers200912;Insurers201006;Reinsurers200506;Reinsurers200512;Reinsurers200606;Reinsurers200612;Reinsurers200706;Reinsurers200712;Reinsurers200806;Reinsurers200812;Reinsurers200906;Reinsurers200912;Reinsurers201006;Total200506;Total200512;Total200606;Total200612;Total200706;Total200712;Total200806;Total200812;Total200906;Total200912;Total201006,0,748,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYOpIncExpPublic__ausNLHYOpIncExpPublic.parquet,parquet,5520,15,7,Content;Total200506;Total200606;Total200706;Total200806;Total200906;Total201006,0,105,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYPremByState__ausNLHYPremByState.parquet,parquet,58800,15,89,Class;NSWACT200506;NSWACT200512;NSWACT200606;NSWACT200612;NSWACT200706;NSWACT200712;NSWACT200806;NSWACT200812;NSWACT200906;NSWACT200912;NSWACT201006;VIC200506;VIC200512;VIC200606;VIC200612;VIC200706;VIC200712;VIC200806;VIC200812;VIC200906;VIC200912;VIC201006;QLD200506;QLD200512;QLD200606;QLD200612;QLD200706;QLD200712;QLD200806;QLD200812;QLD200906;QLD200912;QLD201006;SA200506;SA200512;SA200606;SA200612;SA200706;SA200712;SA200806;SA200812;SA200906;SA200912;SA201006;WA200506;WA200512;WA200606;WA200612;WA200706;WA200712;WA200806;WA200812;WA200906;WA200912;WA201006;TAS200506;TAS200512;TAS200606;TAS200612;TAS200706;TAS200712;TAS200806;TAS200812;TAS200906;TAS200912;TAS201006;NT200506;NT200512;NT200606;NT200612;NT200706;NT200712;NT200806;NT200812;NT200906;NT200912;NT201006;Total200506;Total200512;Total200606;Total200612;Total200706;Total200712;Total200806;Total200812;Total200906;Total200912;Total201006,20,1335,0.0149812734,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYPremClaim__ausNLHYPremClaim.parquet,parquet,38580,18,56,Class;GWP200506;GWP200512;GWP200606;GWP200612;GWP200706;GWP200712;GWP200806;GWP200812;GWP200906;GWP200912;GWP201006;RE200506;RE200512;RE200606;RE200612;RE200706;RE200712;RE200806;RE200812;RE200906;RE200912;RE201006;NWP200506;NWP200512;NWP200606;NWP200612;NWP200706;NWP200712;NWP200806;NWP200812;NWP200906;NWP200912;NWP201006;GIC200506;GIC200512;GIC200606;GIC200612;GIC200706;GIC200712;GIC200806;GIC200812;GIC200906;GIC200912;GIC201006;RR200506;RR200512;RR200606;RR200612;RR200706;RR200712;RR200806;RR200812;RR200906;RR200912;RR201006,55,1008,0.0545634921,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYPremClaimPublic__ausNLHYPremClaimPublic.parquet,parquet,115973,15,181,Class;GWP200506;GWP200606;GWP200706;GWP200806;GWP200906;GWP201006;GWP200506.1;GWP200606.1;GWP200706.1;GWP200806.1;GWP200906.1;GWP201006.1;GWP200506.2;GWP200606.2;GWP200706.2;GWP200806.2;GWP200906.2;GWP201006.2;GWP200506.3;GWP200606.3;GWP200706.3;GWP200806.3;GWP200906.3;GWP201006.3;GWP200506.4;GWP200606.4;GWP200706.4;GWP200806.4;GWP200906.4;GWP201006.4;GWP200506.5;GWP200606.5;GWP200706.5;GWP200806.5;GWP200906.5;GWP201006.5;PR200506;PR200606;PR200706;PR200806;PR200906;PR201006;PR200506.1;PR200606.1;PR200706.1;PR200806.1;PR200906.1;PR201006.1;PR200506.2;PR200606.2;PR200706.2;PR200806.2;PR200906.2;PR201006.2;PR200506.3;PR200606.3;PR200706.3;PR200806.3;PR200906.3;PR201006.3;PR200506.4;PR200606.4;PR200706.4;PR200806.4;PR200906.4;PR201006.4;PR200506.5;PR200606.5;PR200706.5;PR200806.5;PR200906.5;PR201006.5;RE200506;RE200606;RE200706;RE200806;RE200906;RE201006;RE200506.1;RE200606.1;RE200706.1;RE200806.1;RE200906.1;RE201006.1;RE200506.2;RE200606.2;RE200706.2;RE200806.2;RE200906.2;RE201006.2;RE200506.3;RE200606.3;RE200706.3;RE200806.3;RE200906.3;RE201006.3;RE200506.4;RE200606.4;RE200706.4;RE200806.4;RE200906.4;RE201006.4;RE200506.5;RE200606.5;RE200706.5;RE200806.5;RE200906.5;RE201006.5;GIC200506;GIC200606;GIC200706;GIC200806;GIC200906;GIC201006;GIC200506.1;GIC200606.1;GIC200706.1;GIC200806.1;GIC200906.1;GIC201006.1;GIC200506.2;GIC200606.2;GIC200706.2;GIC200806.2;GIC200906.2;GIC201006.2;GIC200506.3;GIC200606.3;GIC200706.3;GIC200806.3;GIC200906.3;GIC201006.3;GIC200506.4;GIC200606.4;GIC200706.4;GIC200806.4;GIC200906.4;GIC201006.4;GIC200506.5;GIC200606.5;GIC200706.5;GIC200806.5;GIC200906.5;GIC201006.5;ROR200506;ROR200606;ROR200706;ROR200806;ROR200906;ROR201006;ROR200506.1;ROR200606.1;ROR200706.1;ROR200806.1;ROR200906.1;ROR201006.1;ROR200506.2;ROR200606.2;ROR200706.2;ROR200806.2;ROR200906.2;ROR201006.2;ROR200506.3;ROR200606.3;ROR200706.3;ROR200806.3;ROR200906.3;ROR201006.3;ROR200506.4;ROR200606.4;ROR200706.4;ROR200806.4;ROR200906.4;ROR201006.4;ROR200506.5;ROR200606.5;ROR200706.5;ROR200806.5;ROR200906.5;ROR201006.5,30,2715,0.0110497238,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYPrivInsur__ausNLHYPrivInsur.parquet,parquet,37554,171,31,Company;FullName200506;Date200506;Classification200506;Branch200506;Restriction200506;FullName200606;Date200606;Classification200606;Branch200606;Restriction200606;FullName200706;Date200706;Classification200706;Branch200706;Restriction200706;FullName200806;Date200806;Classification200806;Branch200806;Restriction200806;FullName200906;Date200906;Classification200906;Branch200906;Restriction200906;FullName201006;Date201006;Classification201006;Branch201006;Restriction201006,1165,5301,0.2197698547,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYPubInsur__ausNLHYPubInsur.parquet,parquet,6705,14,6,Company200506;Company200606;Company200706;Company200806;Company200906;Company201006,0,84,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYRecAASB__ausNLHYRecAASB.parquet,parquet,28095,35,34,Content;NBInsurers200506;NBInsurers200512;NBInsurers200606;NBInsurers200612;NBInsurers200706;NBInsurers200712;NBInsurers200806;NBInsurers200812;NBInsurers200906;NBInsurers200912;NBInsurers201006;NBReinsurers200506;NBReinsurers200512;NBReinsurers200606;NBReinsurers200612;NBReinsurers200706;NBReinsurers200712;NBReinsurers200806;NBReinsurers200812;NBReinsurers200906;NBReinsurers200912;NBReinsurers201006;NBTotal200506;NBTotal200512;NBTotal200606;NBTotal200612;NBTotal200706;NBTotal200712;NBTotal200806;NBTotal200812;NBTotal200906;NBTotal200912;NBTotal201006,198,1190,0.1663865546,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYReserve__ausNLHYReserve.parquet,parquet,31119,18,45,Class;GOR200506;GOR200512;GOR200606;GOR200612;GOR200706;GOR200712;GOR200806;GOR200812;GOR200906;GOR200912;GOR201006;RR200506;RR200512;RR200606;RR200612;RR200706;RR200712;RR200806;RR200812;RR200906;RR200912;RR201006;NRR200506;NRR200512;NRR200606;NRR200612;NRR200706;NRR200712;NRR200806;NRR200812;NRR200906;NRR200912;NRR201006;NOR200506;NOR200512;NOR200606;NOR200612;NOR200706;NOR200712;NOR200806;NOR200812;NOR200906;NOR200912;NOR201006,44,810,0.0543209877,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNSWdeath02__ausNSWdeath02.parquet,parquet,17569,1,2,allcause;diabete,0,2,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNSWdriver04__ausNSWdriver04.parquet,parquet,6931,1,2,injury;alcohol,0,2,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausprivauto0405__ausprivauto0405.parquet,parquet,322980,67856,9,Exposure;VehValue;VehAge;VehBody;Gender;DrivAge;ClaimOcc;ClaimNb;ClaimAmount,0,610704,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausprivautolong__ausprivautolong.parquet,parquet,470161,120000,6,IDpol;DrivAge;VehValue;Period;ClaimNb;Claim,0,720000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/austri1autoBI7895__austri1autoBI7895.parquet,parquet,42612,1,5,paid;incur;nb;expo;infl,0,5,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/austri2auto__austri2auto.parquet,parquet,2550,100,3,origin;dev;value,45,300,0.1500000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/beaonre__beaonre.parquet,parquet,20666,1823,3,BuildType;ClaimCost;SumInsured,0,5469,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/beMTPL16__beMTPL16.parquet,parquet,1723872,70791,19,insurance_contract;policy_year;exposure;insured_birth_year;vehicle_age;policy_holder_age;driver_license_age;vehicle_brand;vehicle_model;mileage;vehicle_power;catalog_value;claim_value;number_of_liability_claims;number_of_bodily_injury_liability_claims;claim_time;claim_responsibility_rate;driving_training_label;signal,0,1345029,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/beMTPL97__beMTPL97.parquet,parquet,2119656,163212,18,id;expo;claim;nclaims;amount;average;coverage;ageph;sex;bm;power;agec;fuel;use;fleet;postcode;long;lat,144936,2937816,0.0493346077,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/besecura__besecura.parquet,parquet,4324,371,2,Year;Loss,0,742,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/braggclaim__braggclaim.parquet,parquet,8568,205,6,RegionNb;RegionName;Guarantee;ClaimNb;AggClaim;StateAb,0,1230,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/braggprem__braggprem.parquet,parquet,10866,205,7,RegionNb;RegionName;Guarantee;ExpoAvg;PremAvg;SumInsAvg;StateAb,0,1435,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/brautocoll__brautocoll.parquet,parquet,25732,1314,7,Date;Day;Hour;Lat;Long;Type;Severity,0,9198,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/brgeomunicins__brgeomunicins.parquet,parquet,94920,1833,18,CityCode;State;City;PopExpo;PopPrem;PopClaimRob;PopClaimColl;PopClaimFire;PopClaimOther;LuxExpo;LuxPrem;LuxClaimRob;LuxClaimColl;LuxClaimFire;LuxClaimOther;HDIcity00;CityDens10;StateAb,4795,32994,0.1453294538,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/brvehins1a__brvehins1a.parquet,parquet,8771150,393071,23,Gender;DrivAge;VehYear;VehModel;VehGroup;Area;State;StateAb;ExposTotal;ExposFireRob;PremTotal;PremFireRob;SumInsAvg;ClaimNbRob;ClaimNbPartColl;ClaimNbTotColl;ClaimNbFire;ClaimNbOther;ClaimAmountRob;ClaimAmountPartColl;ClaimAmountTotColl;ClaimAmountFire;ClaimAmountOther,122699,9040633,0.0135719479,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/brvehins1b__brvehins1b.parquet,parquet,8750574,393071,23,Gender;DrivAge;VehYear;VehModel;VehGroup;Area;State;StateAb;ExposTotal;ExposFireRob;PremTotal;PremFireRob;SumInsAvg;ClaimNbRob;ClaimNbPartColl;ClaimNbTotColl;ClaimNbFire;ClaimNbOther;ClaimAmountRob;ClaimAmountPartColl;ClaimAmountTotColl;ClaimAmountFire;ClaimAmountOther,122957,9040633,0.0136004857,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/brvehins1c__brvehins1c.parquet,parquet,8741611,393071,23,Gender;DrivAge;VehYear;VehModel;VehGroup;Area;State;StateAb;ExposTotal;ExposFireRob;PremTotal;PremFireRob;SumInsAvg;ClaimNbRob;ClaimNbPartColl;ClaimNbTotColl;ClaimNbFire;ClaimNbOther;ClaimAmountRob;ClaimAmountPartColl;ClaimAmountTotColl;ClaimAmountFire;ClaimAmountOther,123033,9040633,0.0136088922,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/brvehins1d__brvehins1d.parquet,parquet,8740660,393071,23,Gender;DrivAge;VehYear;VehModel;VehGroup;Area;State;StateAb;ExposTotal;ExposFireRob;PremTotal;PremFireRob;SumInsAvg;ClaimNbRob;ClaimNbPartColl;ClaimNbTotColl;ClaimNbFire;ClaimNbOther;ClaimAmountRob;ClaimAmountPartColl;ClaimAmountTotColl;ClaimAmountFire;ClaimAmountOther,122556,9040633,0.0135561304,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/brvehins1e__brvehins1e.parquet,parquet,8741006,393071,23,Gender;DrivAge;VehYear;VehModel;VehGroup;Area;State;StateAb;ExposTotal;ExposFireRob;PremTotal;PremFireRob;SumInsAvg;ClaimNbRob;ClaimNbPartColl;ClaimNbTotColl;ClaimNbFire;ClaimNbOther;ClaimAmountRob;ClaimAmountPartColl;ClaimAmountTotColl;ClaimAmountFire;ClaimAmountOther,122965,9040633,0.0136013706,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/canlifins2__canlifins2.parquet,parquet,286558,14889,2,DeathAgeM;DeathAgeF,0,29778,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/canlifins__canlifins.parquet,parquet,302695,14889,10,EntryAgeM;DeathTimeM;AnnuityExpiredM;IsDeadM;ExitAgeM;EntryAgeF;DeathTimeF;AnnuityExpiredF;IsDeadF;ExitAgeF,14889,148890,0.1000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/catelematic13__catelematic13.parquet,parquet,17068168,100000,52,Duration;Insured.age;Insured.sex;Car.age;Marital;Car.use;Credit.score;Region;Annual.miles.drive;Years.noclaims;Territory;Annual.pct.driven;Total.miles.driven;Pct.drive.mon;Pct.drive.tue;Pct.drive.wed;Pct.drive.thr;Pct.drive.fri;Pct.drive.sat;Pct.drive.sun;Pct.drive.2hrs;Pct.drive.3hrs;Pct.drive.4hrs;Pct.drive.wkday;Pct.drive.wkend;Pct.drive.rush.am;Pct.drive.rush.pm;Avgdays.week;Accel.06miles;Accel.08miles;Accel.09miles;Accel.11miles;Accel.12miles;Accel.14miles;Brake.06miles;Brake.08miles;Brake.09miles;Brake.11miles;Brake.12miles;Brake.14miles;Left.turn.intensity08;Left.turn.intensity09;Left.turn.intensity10;Left.turn.intensity11;Left.turn.intensity12;Right.turn.intensity08;Right.turn.intensity09;Right.turn.intensity10;Right.turn.intensity11;Right.turn.intensity12;NB_Claim;AMT_Claim,0,5200000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/credit__credit.parquet,parquet,25731,1000,21,checking_status;duration;credit_history;purpose;credit_amount;savings;employment;installment_rate;personal_status;other_parties;residence_since;property_magnitude;age;other_payment_plans;housing;existing_credits;job;num_dependents;telephone;foreign_worker;class,0,21000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/danishmulti__danishmulti.parquet,parquet,58893,2167,5,Date;Building;Contents;Profits;Total,0,10835,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/danishuni__danishuni.parquet,parquet,27497,2167,2,Date;Loss,0,4334,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/Davis__Davis.parquet,parquet,4826,200,5,sex;weight;height;reportedWeight;reportedHeight,34,1000,0.0340000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ECBYieldCurve__ECBYieldCurve.parquet,parquet,107912,20960,3,dim_0;dim_1;value,0,62880,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/eqlist__eqlist.parquet,parquet,1024083,14014,23,time;latitude;longitude;depth;mag;magType;nst;gap;dmin;rms;net;id;updated;place;type;horizontalError;depthError;magError;magNst;status;locationSource;magSource;day,79318,322322,0.2460831094,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/eudirectlapse__eudirectlapse.parquet,parquet,592129,23060,19,lapse;polholder_age;polholder_BMCevol;polholder_diffdriver;polholder_gender;polholder_job;policy_age;policy_caruse;policy_nbcontract;prem_final;prem_freqperyear;prem_last;prem_market;prem_pure;vehicl_age;vehicl_agepurchase;vehicl_garage;vehicl_powerkw;vehicl_region,0,438140,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/euhealthinsurance__euhealthinsurance.parquet,parquet,2468202,176032,22,id_anon;relation;gender;policy_years;age_at_inception;num_analysis;num_dentistry;num_diagnostics;num_endoscopy;num_hospitalizations;num_mammography;num_operations;num_visits;amt_analysis;amt_dentistry;amt_diagnostics;amt_endoscopy;amt_hospitalizations;amt_mammography;amt_operations;amt_visits;group,0,3872704,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/euMTPL__euMTPL.parquet,parquet,23787136,2373197,19,policy_id;group;fuel_type;year;vehicle_category;vehicle_use;province;horsepower;gender;age;exposure;cost_nc;num_nc;cost_cg;num_cg;cost_fcg;num_fcg;cost_cd;num_cd,0,45090743,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/eusavingULnoPS__eusavingULnoPS.parquet,parquet,769498,21921,30,policy.ID;issue.date;termination.date;lapse.reason;premium.frequency;gender;underwriting.age;face.amount;risk.premium;saving.premium;CPI.relvar1mth;CPI.relvar1qtr;CPI.relvar1yr;CPI.relvar2yr;EUidx.relvar1mth;EUidx.relvar1qtr;EUidx.relvar1yr;EUidx.relvar2yr;rate1Y.relvar1mth;rate1Y.relvar1qtr;rate2Y.relvar1mth;rate2Y.relvar1qtr;rate10Y.relvar1mth;rate10Y.relvar1qtr;unemploy.relvar1mth;unemploy.relvar1qtr;industry.relvar1mth;industry.relvar1qtr;RTV.relvar1mth;RTV.relvar1qtr,0,657630,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/eusavingULnoPSperMth__eusavingULnoPSperMth.parquet,parquet,5343098,615897,30,policy.ID;issue.date;termination.date;lapse.reason;premium.frequency;gender;underwriting.age;face.amount;risk.premium;saving.premium;CPI.relvar1mth;CPI.relvar1qtr;CPI.relvar1yr;CPI.relvar2yr;EUidx.relvar1mth;EUidx.relvar1qtr;EUidx.relvar1yr;EUidx.relvar2yr;rate1Y.relvar1mth;rate1Y.relvar1qtr;rate2Y.relvar1mth;rate2Y.relvar1qtr;rate10Y.relvar1mth;rate10Y.relvar1qtr;unemploy.relvar1mth;unemploy.relvar1qtr;industry.relvar1mth;industry.relvar1qtr;RTV.relvar1mth;RTV.relvar1qtr,0,18476910,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/eusavingULnoPSperQtr__eusavingULnoPSperQtr.parquet,parquet,2512729,271988,30,policy.ID;issue.date;termination.date;lapse.reason;premium.frequency;gender;underwriting.age;face.amount;risk.premium;saving.premium;CPI.relvar1mth;CPI.relvar1qtr;CPI.relvar1yr;CPI.relvar2yr;EUidx.relvar1mth;EUidx.relvar1qtr;EUidx.relvar1yr;EUidx.relvar2yr;rate1Y.relvar1mth;rate1Y.relvar1qtr;rate2Y.relvar1mth;rate2Y.relvar1qtr;rate10Y.relvar1mth;rate10Y.relvar1qtr;unemploy.relvar1mth;unemploy.relvar1qtr;industry.relvar1mth;industry.relvar1qtr;RTV.relvar1mth;RTV.relvar1qtr,0,8159640,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/eusavingULnoPSperYr__eusavingULnoPSperYr.parquet,parquet,650331,43743,30,policy.ID;issue.date;termination.date;lapse.reason;premium.frequency;gender;underwriting.age;face.amount;risk.premium;saving.premium;CPI.relvar1mth;CPI.relvar1qtr;CPI.relvar1yr;CPI.relvar2yr;EUidx.relvar1mth;EUidx.relvar1qtr;EUidx.relvar1yr;EUidx.relvar2yr;rate1Y.relvar1mth;rate1Y.relvar1qtr;rate2Y.relvar1mth;rate2Y.relvar1qtr;rate10Y.relvar1mth;rate10Y.relvar1qtr;unemploy.relvar1mth;unemploy.relvar1qtr;industry.relvar1mth;industry.relvar1qtr;RTV.relvar1mth;RTV.relvar1qtr,0,1312290,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/FedYieldCurve__FedYieldCurve.parquet,parquet,13301,2976,3,dim_0;dim_1;value,0,8928,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/forexUSUK__forexUSUK.parquet,parquet,106334,10583,2,Date;Value,0,21166,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freaggnumber__freaggnumber.parquet,parquet,134743,12513,5,DriverAge;LicenceAge;VehAge;Exposure;ClaimNumber,0,62565,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freAS0002__freAS0002.parquet,parquet,3984,9,6,LowerAgeF;UpperAgeF;ShiftF;LowerAgeH;UpperAgeH;ShiftH,12,54,0.2222222222,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/frebiloss__frebiloss.parquet,parquet,107997,2387,8,Year;OccurDate;PolicyID;ClaimID;ClaimCost;TotalCost;ClaimCost2007;TotalCost2007,0,19096,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freclaimset2motor__freclaimset2motor.parquet,parquet,21380590,1,2,claimset;aggdata,0,2,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freclaimset3dam9207__freclaimset3dam9207.parquet,parquet,13413155,109992,37,NbEmployee;NbSite;Surface;RiskCateg;inc_Y15;inc_Y14;inc_Y13;inc_Y12;inc_Y11;inc_Y10;inc_Y9;inc_Y8;inc_Y7;inc_Y6;inc_Y5;inc_Y4;inc_Y3;inc_Y2;inc_Y1;inc_Y0;paid_Y15;paid_Y14;paid_Y13;paid_Y12;paid_Y11;paid_Y10;paid_Y9;paid_Y8;paid_Y7;paid_Y6;paid_Y5;paid_Y4;paid_Y3;paid_Y2;paid_Y1;paid_Y0;OccurDate,0,4069704,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freclaimset3fire9207__freclaimset3fire9207.parquet,parquet,7801376,58056,37,NbEmployee;NbSite;Surface;RiskCateg;inc_Y15;inc_Y14;inc_Y13;inc_Y12;inc_Y11;inc_Y10;inc_Y9;inc_Y8;inc_Y7;inc_Y6;inc_Y5;inc_Y4;inc_Y3;inc_Y2;inc_Y1;inc_Y0;paid_Y15;paid_Y14;paid_Y13;paid_Y12;paid_Y11;paid_Y10;paid_Y9;paid_Y8;paid_Y7;paid_Y6;paid_Y5;paid_Y4;paid_Y3;paid_Y2;paid_Y1;paid_Y0;OccurDate,0,2148072,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freclaimset3multi9207__freclaimset3multi9207.parquet,parquet,119101,1823,37,Occur;Damage_Area;Damage_Claim;Damage_Employee;Damage_Goods;Damage_Revenue;Damage_Sites;Fire_Area;Fire_Claim;Fire_Employee;Fire_Goods;Fire_Revenue;Fire_Sites;HSS_Area;HSS_Claim;HSS_Employee;HSS_Goods;HSS_Revenue;HSS_Sites;Other_Area;Other_Claim;Other_Employee;Other_Goods;Other_Revenue;Other_Sites;Thief_Area;Thief_Claim;Thief_Employee;Thief_Goods;Thief_Revenue;Thief_Sites;TPL_Area;TPL_Claim;TPL_Employee;TPL_Goods;TPL_Revenue;TPL_Sites,0,67451,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freclaimset__freclaimset.parquet,parquet,24223,2306,6,PaymentDate;Payment;FbFprov;Risk;Subrisk;Type,0,13836,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/frecomfire__frecomfire.parquet,parquet,181652,9613,4,Year;OccurDate;ClaimCost;ClaimCost2007,0,38452,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/frefictivetable2__frefictivetable2.parquet,parquet,437882,100000,5,DateIn;DateOut;Status;DateOfBirth;Gender,0,500000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/frefictivetable3__frefictivetable3.parquet,parquet,434976,100000,5,DateIn;DateOut;Status;DateOfBirth;Gender,0,500000,0.0000000000,verified,Metadata and all row-group footers readable.
